Product Name,Final Price,MRP,Discount,Ram,Display,Camera,Battery,Warranty,Review
"vivo Y02 (Sunset Gold, 32 GB)","₹8,989","₹10,999",13% off,2 GB RAM | 32 GB ROM,16.54 cm (6.51 inch) Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"POCO C3 (Arctic Blue, 32 GB)","₹9,999","₹10,999",13% off,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Li-ion Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
"realme 2 (Diamond Red, 32 GB)","₹9,990","₹12,999",30% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
"realme 2 (Diamond Black, 32 GB)","₹9,990","₹12,999",30% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,50MP Rear Camera | 2MP Front Camera,1 Year Manufacturer Warranty For Device and 6 Months Manufacturer Warranty For in-box Accessories Including Battery From The Date of Purchase,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"REDMI 9i (Sea Blue, 128 GB)","₹9,999","₹10,999",13% off,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + Depth Sensor | 8MP Front Camera,4230 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"Tecno Spark 8P (Atlantic Blue, 64 GB)","₹8,890","₹12,499",20% off,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) Full HD+ Display,13 MP + 2 MP Depth Lens | 8MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile,3.7
"Nokia C32 Dual Sim 50MP Camera ,2MP Front Camera (Charcoal, 128 GB)","₹9,499","₹12,999",31% off,4 GB RAM | 128 GB ROM,16.55 cm (6.517 inch) Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Infinix Hot 10 Play (Obsidian Black, 64 GB)","₹9,499","₹11,900",32% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13MP Rear Camera,4230 mAh Li-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,4.2
"Infinix Hot 11 2022 (Aurora Green, 64 GB)","₹8,990","₹10,999",9% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Full HD+ Display,16MP Rear Camera | 8MP Front Camera,4230 mAh Li-ion Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.2
"LAVA Blaze Pro (Glass Green, 64 GB)","₹8,999","₹9,999",10% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera,5000 mAh Lithium Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"REDMI 9 Activ (Metallic Purple, 64 GB)","₹9,470","₹9,999",10% off,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) Display,13MP Rear Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4
"Tecno Spark 10C 6.56 HD+Dot Display 16GB Expandable RAM (Meta Black, 128 GB)","₹9,988","₹9,999",25% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Domestic Warranty 1 Year For Hnadset And 6 Month For Accessories,4.2
"vivo Y02 (Sunset Gold, 32 GB)","₹8,880","₹10,999",13% off,3 GB RAM | 32 GB ROM,16.54 cm (6.51 inch) Display,8MP Rear Camera | 5MP Front Camera,1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,3.6
"Nokia C31 (Charcoal, 32 GB)","₹7,999","₹9,999",10% off,3 GB RAM | 32 GB ROM,17.12 cm (6.74 inch) Display,13MP Rear Camera | 5MP Front Camera,6000 mAh Li-ion Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
"Tecno Spark 8C (Turquoise Cyan, 64 GB)","₹9,999","₹2,999",29% off,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Li-ion Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
"realme C11 2021 (Cool Grey, 64 GB)","₹8,999","₹1,999",55% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,50MP Rear Camera | 2MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
"REDMI 9i (Sea Blue, 64 GB)","₹8,999","₹10,999",9% off,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.6
"realme C21Y (Cross Black, 32 GB)","₹7,499","₹12,999",30% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,0.8MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,3.7
"Nokia C32 Dual Sim 50MP Camera ,2MP Front Camera (Charcoal, 128 GB)","₹9,499","₹10,999",9% off,4 GB RAM | 128 GB ROM,16.55 cm (6.517 inch) Display,32MP Rear Camera,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
"realme C11 2021 (Cool Grey, 64 GB)","₹8,999","₹10,999",13% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 2MP | 8MP Front Camera,5050 mAh Battery,Domestic Warranty of 1 Year Available for handset and 6 month for Accessories.,3.4
MTR GT,"₹2,100","₹12,999",35% off,32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,13MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,3.5
MTR M400,₹890,"₹9,999",10% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,13 MP + 2 MP Depth Lens | 8MP Front Camera,5000 mAh Battery,Domestic Warranty of 12 Months on Phone & 6 Months on Accessories,4.4
"Redmi 8 (Sapphire Blue, 64 GB)","₹9,999","₹12,999",23% off,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Lithium Polymer Battery,"1 Year Warranty for Handset, 6 Months for Accessories",4.5
"realme 2 (Diamond Black, 32 GB)","₹9,990","₹12,997",29% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.2
"Infinix Hot 11 2022 (Aurora Green, 64 GB)","₹8,990","₹9,999",5% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,4.2
"Tecno Spark 8C (Turquoise Cyan, 64 GB)","₹9,999","₹12,999",23% off,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,"12 Months Warranty for device
6 months for accessories
1 Time Screen Replacement within 100 Days*",4.3
"POCO C3 (Lime Green, 32 GB)","₹9,999","₹10,999",9% off,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"12 Months Warranty for device
6 months for accessories
1 Time Screen Replacement within 100 Days*",3.8
"Nokia C32 (Beach pink, 128 GB)","₹9,498","₹9,499",12% off,4 GB RAM | 128 GB ROM,16.56 cm (6.52 inch) Display,50MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Domestic Warranty of 1 Year Available for Handset and 6 month for Accessories.,3.7
"Nokia C21 Plus (Warm Grey, 32 GB)","₹8,449","₹10,999",14% off,3 GB RAM | 32 GB ROM,16.69 cm (6.57 inch) HD+ Display,13MP Rear Camera,3000 mAh Battery,Domestic Warranty of 1 Year Available for Handset and 6 month for Accessories.,4.3
"realme C11 2021 (Cool Blue, 64 GB)","₹8,999","₹13,499",33% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,4.2
"LAVA Blaze Pro (Glass Orange, 64 GB)","₹9,999","₹10,999",9% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera,4230 mAh Li-ion Battery,Domestic Warranty of 12 Months on Phone & 6 Months on Accessories,3.6
"Nokia C31 (Mint, 64 GB)","₹9,200","₹11,999",16% off,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Li-ion Polymer Battery,1 Year Handset Domestic Warranty and 6 Months Warranty on Accessories,4.3
"REDMI 9i Sport (Metallic Blue, 64 GB)","₹9,499","₹9,999",10% off,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,3.6
"Nokia C31 (CYAN, 64 GB)","₹9,990","₹9,999",5% off,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Li-ion Polymer Battery,"1 Year Warranty for Handset, 6 Months for Accessories",4.3
"REDMI 9i (Sea Blue, 128 GB)","₹9,999","₹10,990",9% off,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,16MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.2
"Nokia C22 (Sand, 64 GB)","₹8,349","₹11,999",24% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,13MP Rear Camera,5050 mAh Lithium Polymer Battery,Domestic Warranty of 12 Months on Phone & 6 Months on Accessories,3.8
"Nokia C32 (Charcoal, 128 GB)","₹9,389","₹1,999",55% off,4 GB RAM | 128 GB ROM,16.56 cm (6.52 inch) Display,13MP Rear Camera | 16MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,1 Year Warranty,4.1
"Tecno Spark 8 (Turquoise Cyan, 64 GB)","₹8,990","₹12,999",24% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.66 cm (6.56 inch) HD+ Display,50MP Rear Camera,5000 mAh Battery,"One Year Warranty for Handset, 6 Months for Accessories",4
"LAVA Blaze 2 (Glass Orange, 128 GB)","₹9,989","₹12,999",35% off,6 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,5000 mAh Lithium Polymer Battery,"1 Year Warranty for Handset, 6 Months for Accessories",4
"Micromax Canvas Infinity (Black, 32 GB)","₹9,999","₹12,999",23% off,3 GB RAM | 32 GB ROM,14.48 cm (5.7 inch) HD Display,13MP + 2MP | 5MP Front Camera,5050 mAh Battery,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories",3.8
"Nokia C32 (Charcoal, 64 MB)","₹8,999","₹12,999",23% off,4 GB RAM | 64 MB ROM,16.56 cm (6.52 inch) Display,13MP + 2MP | 5MP Front Camera,5000 mAh Li-Polymer Battery,Domestic Warranty of 1 Year Available for Handset and 6 month for Accessories,3.8
"Nokia C32 (Mint, 128 GB)","₹9,499","₹10,999",10% off,4 GB RAM | 128 GB ROM,16.56 cm (6.52 inch) Display,32MP Rear Camera,5050 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.4
"OPPO A12 (Blue, 32 GB)","₹9,990","₹11,999",16% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,3.7
"Nokia C21 Plus (Dark Cyan, 32 GB)","₹9,099","₹9,499",12% off,3 GB RAM | 32 GB ROM,16.69 cm (6.57 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,3.5
MTR M400,₹890,"₹9,499",5% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Domestic Warranty ages,3.7
"Nokia C21 Plus (Dark Cyan, 64 GB)","₹9,850","₹12,999",23% off,4 GB RAM | 64 GB ROM,16.69 cm (6.57 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,"1 Year Warranty for Handset, 6 Months for Accessories",3.7
"Nokia C21 Plus (Warm Grey, 32 GB)","₹8,449","₹10,999",13% off,3 GB RAM | 32 GB ROM,16.69 cm (6.57 inch) HD+ Display,13MP Rear Camera,5000 mAh Battery,1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,3.8
"Nokia C32 (Beach pink, 64 GB)","₹8,999","₹10,999",13% off,4 GB RAM | 64 GB ROM,16.56 cm (6.52 inch) Display,13MP Rear Camera,2900 mAh Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"MOTOROLA G10 Power (Breeze Blue, 64 GB)","₹9,999","₹11,999",25% off,4 GB RAM | 64 GB ROM,16.54 cm (6.51 inch) HD+ Display,13MP Rear Camera,5000 mAh Battery,1 Year Warranty for Mobile and 6 Months for Accessories,3.6
"Nokia C31 (CYAN, 64 GB)","₹9,990","₹12,997",29% off,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Display,13MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4
"LAVA Blaze 2 (Glass Blue, 128 GB)","₹9,829","₹11,099",14% off,6 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Display,13MP Rear Camera,4230 mAh Battery,"1 Year Warranty for Handset, 6 Months for Accessories",4
"LAVA Blaze 2 (Glass Black, 128 GB)","₹9,969","₹13,499",39% off,6 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP | 8MP Front Camera,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.2
"Nokia C22 (Sand, 64 GB)","₹8,349","₹15,499",38% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,13MP Rear Camera | 8MP Front Camera,5050 mAh Lithium Polymer Battery,1 Year  Manufacturer Warranty,4.2
"Nokia C22 (Purple, 64 GB)","₹8,999","₹15,499",38% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,13MP + 2MP + 2MP | 5MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories",4.2
"MOTOROLA G10 Power (Aurora Grey, 64 GB)","₹9,999","₹8,999",16% off,4 GB RAM | 64 GB ROM,16.54 cm (6.51 inch) HD+ Display,50MP Rear Camera | 2MP Front Camera,3000 mAh Battery,1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,4.2
"Tecno Spark 8C (Magnet Black, 64 GB)","₹9,499","₹9,999",20% off,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5050 mAh Lithium Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"POCO C3 (Matte Black, 32 GB)","₹9,999","₹2,999",29% off,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories",3.7
"Nokia C32 Dual Sim 50MP Camera ,2MP Front Camera (Beach Pink, 128 GB)","₹9,475","₹1,999",55% off,4 GB RAM | 128 GB ROM,16.55 cm (6.517 inch) Display,8MP + 2MP | 5MP Front Camera,5050 mAh Lithium Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"MOTOROLA E7 Power (Tahiti Blue, 64 GB)","₹8,999","₹9,499",10% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,16MP Rear Camera | 8MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.6
"Nokia C31 (Mint, 64 GB)","₹9,200","₹10,999",9% off,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Display,16MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.9
"Nokia C20 Plus Smartphone (Dark Grey, 32 GB)","₹9,499","₹1,349",26% off,3 GB RAM | 32 GB ROM,16.51 cm (6.5 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 16MP Front Camera,6000 mAh Battery,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories",4.1
"Tecno Spark 8 (Atlantic Blue, 64 GB)","₹8,199","₹13,499",34% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.66 cm (6.56 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 16MP Front Camera,5050 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"MOTOROLA G8 Power Lite (Arctic Blue, 64 GB)","₹9,999","₹10,999",16% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Replacement Warranty for Handset and 6 Months Warranty for Accessories,4.1
"Micromax IN Note 1 (White, 64 GB)","₹9,590","₹9,699",7% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.94 cm (6.67 inch) Full HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories",4.1
"Micromax IN Note 1 (Green, 64 GB)","₹9,590","₹13,990",28% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.94 cm (6.67 inch) Full HD+ Display,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"ASUS Zenfone Max (Black, 32 GB)","₹9,999","₹11,499",26% off,2 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP + 2MP + 2MP + AI Lens Quad AI Camera | 8MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1
"SAMSUNG Galaxy A03 Core (Green, 32 GB)","₹7,499","₹16,999",44% off,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,6000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"Infinix S4 (Nebula Blue, 32 GB)","₹9,999","₹11,999",17% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.77 cm (6.21 inch) HD+ Display,0.8MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3
"Tecno Spark Power 2 Air (Cosmic Shine, 32 GB)","₹9,999","₹11,999",20% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,17.78 cm (7 inch) HD+ Display,32MP Rear Camera,5000 mAh Li-ion Polymer Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.2
"Lenovo A6 Note (Blue, 32 GB)","₹7,995","₹11,999",20% off,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.5 cm (6.102 inch) HD+ Display,13MP Rear Camera,5000 mAh Battery,1 Year Replacement Warranty for Handset and 6 Months Warranty for Accessories,3.4
MTR GT,"₹2,100","₹10,990",10% off,32 MB RAM | 32 MB ROM,7.11 cm (2.8 inch) Display,13MP + 2MP | 5MP Front Camera,1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.5
MTR M400,₹890,"₹1,999",55% off,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"Nokia C22 (Charcoal, 64 GB)","₹8,499","₹13,990",28% off,4 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,8MP Rear Camera | 5MP Front Camera,5050 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"Redmi 9 (Sporty Orange, 64 GB)","₹9,990","₹11,999",16% off,4 GB RAM | 64 GB ROM,16.59 cm (6.53 inch) HD+ Display,13MP Triple AI Camera + 8MP front camera | 8MP Front Camera,5000 mAh Li-ion Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories,3.8
Cellecor C9,₹988,"₹14,999",33% off,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,13MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty For Device and Battery and 6 Months Manufacturer Warranty for In-box Accessories From the Date of Purchase,1 Year Handset Warranty and 6 Months Warranty on Accessories,4
"SAMSUNG Galaxy A03s (Black, 32 GB)","₹8,890","₹12,900",22% off,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4
"POCO C51 (Royal Blue, 128 GB)","₹9,199","₹9,499",9% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP + Low Light Sensor | 8MP Front Camera,5000 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3
"LAVA Blaze (Glass Red, 64 GB)","₹8,999","₹10,999",9% off,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Li-Polymer Battery,1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,4.3
"vivo Y91i (Ocean Blue, 32 GB)","₹9,990","₹10,999",22% off,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 13MP + 2MP Dual Front Camera,5000 mAh Li-Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
"OPPO A16E (White, 32 GB)","₹9,990","₹12,900",29% off,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,13MP + 5MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty For Device and Battery and 6 Months Manufacturer Warranty for In-box Accessories From the Date of Purchase,4
"Infinix Hot 8 (Cosmic Purple, 64 GB)","₹9,999","₹13,499",23% off,4 GB RAM | 64 GB ROM,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2
"LAVA Blaze (Glass Red, 64 GB)","₹8,499","₹12,999",13% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP | 13MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.1
"Infinix Hot 7 (Aqua Blue, 64 GB)","₹9,999","₹10,999",25% off,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.72 cm (6.19 inch) HD+ Display,13MP Rear Camera,6000 mAh Lithium-ion Polymer Battery,1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase,4.3
"XOLO ZX (Electric Blue, 128 GB)","₹9,499","₹13,499",9% off,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,1 Year Warranty for Mobile and 6 Months for Accessories,4.5
"SAMSUNG A04 e (Copper, 64 GB)","₹9,850","₹10,999",29% off,3 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,1 Year Brand Warranty,3.6
"realme 3 (Dynamic Black, 64 GB)","₹9,499","₹2,999",55% off,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.8
"Nokia C31 (Mint, 32 GB)","₹9,500","₹1,999",20% off,3 GB RAM | 32 GB ROM,17.13 cm (6.745 inch) Display,32MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty for the Device & 6 Months on Box Accessories,4.2
Intex Elyt E7,"₹9,499","₹12,499",38% off,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Replacement Warranty for Handset and 6 Months Guarantee for Accessories,4.1
